токен	IDF
поварятам	2.407946
поварятами	0.040822
поварёнка	0.116534
поварёнке	3.506558
поварёнок	2.525729
поведение	4.605170
повезёт	4.605170
повергнет	4.605170
поверила	3.218876
поверили	4.605170
поверит	4.605170
поверите	3.506558
поверить	3.912023
поверишь	4.605170
поверх	3.912023
поверхности	4.605170
поверьте	2.040221
повесить	2.407946
повидло	0.040822
повлиять	4.605170
повод	2.813411
повода	3.912023
поводом	4.605170
поводу	3.912023
повозиться	3.912023
поворачивается	3.912023
повседневное	3.912023
повседневной	4.605170
повстречался	4.605170
повтор	4.605170
повторила	2.525729
повторить	3.506558
повторю	3.912023
повторюсь	4.605170
повторяется	4.605170
повторять	4.605170
повысился	4.605170
повышает	4.605170
повышения	4.605170
повышенных	4.605170
погиб	4.605170
погнали	4.605170
погружным	4.605170
погулять	2.659260
подаваемой	4.605170
подаваемый	4.605170
подавала	3.912023
подавались	4.605170
подавать	2.120264
подаваться	3.912023
подала	3.912023
подали	4.605170
подальше	4.605170
подано	4.605170
подари	3.218876
подарил	4.605170
подарили	4.605170
подарит	4.605170
подарить	4.605170
подарки	4.605170
подарков	0.116534
подарком	4.605170
подарок	3.218876
податливыми	4.605170
подать	1.560648
подача	2.995732
подаче	2.995732
подачей	3.912023
подачи	3.912023
подачу	4.605170
подают	2.659260
подбирать	3.912023
подбор	1.514128
подборке	4.605170
подборки	4.605170
подборкой	4.605170
подвело	4.605170
подвергаю	3.506558
подвергнувшаяся	4.605170
подвержены	4.605170
подвялить	4.605170
подглядела	3.912023
подгорает	3.506558
подготовить	2.813411
подготовки	4.605170
подготовкой	4.605170
подготовку	3.218876
поддаваться	2.659260
подделки	4.605170
поддерживает	4.605170
поддержки	3.218876
поддержку	3.912023
поделилась	2.813411
поделился	2.813411
поделись	4.605170
поделитесь	4.605170
поделится	4.605170
поделиться	0.478036
поделки	4.605170
поделюсь	2.525729
поджаренного	4.605170
поджаренные	4.605170
поджаренных	4.605170
поджарилась	3.912023
поджаристое	4.605170
поджаристой	3.506558
поджаристый	4.605170
поджаристым	4.605170
поджимает	3.912023
подкатегория	4.605170
подкрепиться	4.605170
подкупил	2.659260
подкупила	2.813411
подлив	4.605170
подлива	0.116534
подливка	0.040822
подливке	3.912023
подливу	3.912023
подлодка	4.605170
подменить	4.605170
поднимается	4.605170
поднимали	4.605170
поднимет	4.605170
поднося	3.218876
поднялась	4.605170
подняться	4.605170
подобного	2.525729
подобное	3.218876
подобные	3.218876
подобный	2.813411
подобных	3.218876
подобрано	4.605170
подобрать	3.912023
подозвал	4.605170
подозревала	4.605170
подойдем	4.605170
подойдет	1.832581
подойдут	2.207275
подойдёт	3.506558
подоконнике	4.605170
подольше	3.912023
подпаивая	4.605170
подписанные	4.605170
подписаться	0.040822
подписчику	4.605170
подписывайтесь	2.407946
подписывать	4.605170
подпишитесь	0.040822
подработала	4.605170
подразумевает	4.605170
подробнее	4.605170
подробно	2.659260
подробности	3.506558
подробностями	3.912023
подруга	4.605170
подруги	2.659260
подружились	4.605170
подружка	2.995732
подружки	3.912023
подрумянились	4.605170
подряд	3.912023
подрядчиков	4.605170
подсадить	4.605170
подсела	3.912023
подскажет	2.659260
подскажете	2.525729
подсказал	3.506558
подсказках	4.605170
подсказку	4.605170
подсластителей	4.605170
подсмотрела	3.506558
подсолнечное	1.347074
подсолнечным	4.605170
подсолнуха	3.912023
подсохла	3.912023
подстроила	4.605170
подсушивала	4.605170
подтвердите	4.605170
подтвердят	4.605170
подтолкнула	4.605170
подуглившаяся	4.605170
подумав	4.605170
подумала	2.659260
подумалось	3.912023
подумать	3.912023
подушечек	3.218876
подушечки	3.912023
подход	3.912023
подходит	1.897120
подходить	4.605170
подходят	3.912023
подходящего	4.605170
подходящий	3.912023
подчеревка	4.605170
подчеревок	4.605170
подчеркивающим	3.912023
подчеркнул	4.605170
подчеркнуть	4.605170
подъела	4.605170
подъема	4.605170
подыскивать	2.525729
поедается	4.605170
поедание	4.605170
поедании	2.207275
поедать	4.605170
поединки	0.116534
поезд	3.218876
поездка	3.218876
поела	4.605170
поесть	3.506558
поехали	4.605170
пожалеете	1.897120
пожалел	3.218876
пожалела	3.912023
пожаловалась	4.605170
пожаловать	3.218876
пожалуй	2.040221
пожалуйста	1.966113
пожарил	4.605170
пожарила	3.506558
пожариться	4.605170
пожевать	4.605170
пожелаете	3.912023
пожелания	4.605170
пожеланиями	4.605170
пожилая	4.605170
пожилому	4.605170
пожирнее	4.605170
позабыв	4.605170
позавтракать	3.912023
позавчера	2.813411
позаимствовала	2.995732
позволит	3.912023
позволить	3.912023
позволяет	4.605170
позвонил	2.995732
позднее	4.605170
поздникой	4.605170
поздно	3.506558
поздравления	3.912023
поздравлениями	4.605170
поздравляю	2.207275
поздравь	0.116534
позже	3.218876
позиционировался	4.605170
познакомить	3.506558
